rep,id,CL,Vc,Q,Vp,time0,kt
7,3,0.379461599884799,0.635466278883898,1.8161828647195,1.00581741420009,12.1711605706937,0.544412767788674
8,3,0.387532378984652,1.04065730099173,1.00064667463542,0.563229307067404,11.9657107916597,0.233963395363264
9,3,0.343271004748402,0.309590051434728,1.22406081535074,0.867205250548547,14.3408088463241,1.78667962582096
10,3,0.328559185570077,0.443716503582531,1.25778046585089,0.868031663121814,12.7530922477438,0.908276024984519
1,4,0.35823011965732,0.68460583006543,0.957132607178879,0.709641598197142,13.5504333969544,0.721931414064845
2,4,0.353642775921692,0.589384874295219,1.21094664760289,0.859433995134401,12.8995483658201,0.74261693349282
3,4,0.399127645438306,0.364078330879073,2.63910242374718,1.43698822863407,12.2820805392307,1.16172668511742
4,4,0.381509275174376,0.999646429475676,2.50895230287497,1.002471884899,10.3196950303033,0.247180967104499
5,4,0.39659741887782,0.572703204495932,1.77510140089394,1.15538609838387,12.5130745138868,0.876307657877036
6,4,0.329572175199405,0.171750227859542,1.71187410926656,1.02738429558265,13.1536414175682,2.18760857175373
7,4,0.370956377104445,0.639965165880242,1.48132255180011,0.952458703537012,12.4712957515343,0.635364518350252
8,4,0.384000628467682,0.225073714924257,2.14552231284965,1.35614037641201,12.9918293531415,2.28186729460316
9,4,0.363126680642703,0.426693735499336,1.5491195196417,1.05527953570534,13.5813268746067,1.32009759895111
10,4,0.361565470267083,0.578495335496017,1.32677237959765,0.890689592649887,12.7777002870195,0.700525233749949
1,5,0.0972505110042348,0.716726778938518,0.772981042544637,0.48419198421653,10.2512320082964,1.53422505179777
2,5,0.121172045404455,0.549348796081421,0.767943365759015,0.507582433544984,10.8413459135977,2.40573892239267
3,5,0.154020252799861,0.47066007263029,0.587923128190134,0.430625427681951,11.4976217989668,5.82338812051707
4,5,0.143551022972813,0.537785911440795,0.525745499814315,0.386359513103391,11.9223177037274,6.83232839359567
5,5,0.132964399553585,0.489992224075971,0.462375299397231,0.362408183204501,11.7339459811467,9.65826579000886
6,5,0.13757285271332,0.0899002646316893,23.4352748871412,0.750430320759957,8.88390198140772,1.32397816374446
7,5,0.13812498485281,0.356663947248615,1.06998219651617,0.594557654572525,10.3963795746051,1.94649423479692
8,5,0.0911743603694844,0.356158587815358,1.30240365051416,0.826702146562713,10.7844638549153,5.0702822139639
9,5,0.123974868351513,0.252711011928487,1.46364922453385,0.621611667226192,9.93234887263835,1.45559203375068
10,5,0.0952232586228208,0.733193665424463,0.772981042544637,0.48419198421653,10.2773050275108,1.53422505179777
1,6,0.144422653863343,0.473902369028359,0.379342133154442,0.294683314638536,12.3975220454849,11.8183909263838
2,6,0.123636403597481,0.834518259930979,1.95804694554389,0.239991840288406,8.67654330672,0.211868853964528
3,6,0.149433719285168,0.514149109193987,0.460809883331467,0.34685435133256,11.8491362611615,6.33592007442028
4,6,0.147918275710269,0.5514921999881,0.232386922356596,0.177743846244266,12.0956952740845,4.24796947457594
5,6,0.118054047814841,0.427716711061439,0.962994892017549,0.654215976263407,11.1592400580595,5.5290158022532
6,6,0.147768744151319,0.387953472690698,0.526274941347941,0.397814521192557,11.8946622207193,9.12022408190617
7,6,0.110678293774251,0.551137659680062,10.0086429534462,0.190969939978243,8.37729637594541,0.195633688620992
8,6,0.146621068461076,0.659754075746837,0.339268805354833,0.263674351464397,11.7662040008354,4.7951018791996
9,6,0.154813718315936,0.583906697357048,0.235401546442019,0.186699110297554,12.4415134064536,6.88923537958141
10,6,0.132369127321996,0.622697505329765,0.349840812131023,0.277283386705311,12.4023737795904,11.0869893143899
