rep,id,eta_CL,eta_Vc,eta_Q,eta_Vp,eta_time0,eta_kt
8,2,-0.569102805902661,-0.399209393163751,-1.32303924910677,-0.365960831369061,0.0634748738458736,0.0566453399768527
9,2,-0.413184089533086,0.155918380563376,-1.71058823853653,-0.707786900442093,0.0876934900054338,-0.593410958385651
10,2,-0.517966255885386,-0.0340174843933527,-1.69099806025366,-0.790762732294182,0.0279128594271501,-0.925226183649993
1,3,0.797236987534797,0.0473803815119398,0.997399594101521,0.77323849148778,0.114167998894051,0.0724564947811192
2,3,0.764491582978052,-0.0981867132863447,1.06042658586426,0.75564444911137,0.103111518504897,0.017374934129228
3,3,0.691428952514307,-0.282184095245519,0.968601026158857,0.65527908896872,0.0486668821624464,-0.0880359408519242
4,3,0.777985417559011,0.321362555266285,1.0843281949652,0.760770449209378,0.068594192475591,-0.41968380137185
5,3,0.735910414184425,0.390688164889078,0.852831707978909,0.555168917107354,0.0902755657523663,-0.585832458952951
6,3,0.726370436131993,-0.573524082138607,1.09348053223336,0.736913483424003,0.0830511223839919,0.308964929188969
7,3,0.898322052650539,1.41001521321123,-0.163561200671061,-0.303605443302536,0.0221589976365255,-1.84086322385582
8,3,0.718204355812691,-0.112590320078339,0.987621439886337,0.61824218139911,0.0730690373781279,-0.28572301163711
9,3,0.77093832568664,-0.207250243153797,1.11473159974009,0.784736858218878,0.0740674490961381,0.0222228818187614
10,3,0.667075581782761,0.117131946890578,0.571353499274466,0.470582351821488,0.128511097614752,-0.0518553440663937
1,4,0.797357134425545,0.352312395037037,0.586515986530163,0.44366745343405,0.142665892312269,-0.368718931048863
2,4,0.776332499071119,0.54876853437452,0.736953984942359,0.539517000278368,0.0473220435490996,-0.806039828492064
3,4,0.835710128299375,-0.0610121748182681,1.2501644813889,0.915834200291901,0.0633331271677238,-0.00728013796485383
4,4,0.779957953405967,0.578119125920499,1.01909300768159,0.75361680676704,0.0142741061075582,-0.67962321707917
5,4,0.794655511205594,0.425604410671796,0.848134208846128,0.732156814843193,0.115264960731402,-0.094470543429053
6,4,0.748192032187763,-0.0881237935894968,1.3290474449274,0.752169327480645,-0.0128890179949561,-0.545481503487326
7,4,0.799051744993772,0.575127794050553,0.710079667473029,0.628566871967985,0.12286066059481,-0.300386060401314
8,4,0.77239540423718,-0.249804682433008,1.02344224046286,0.688779142827565,0.0941649684917072,-0.00928702440283074
9,4,0.752463226304871,0.279945186320028,0.751903997362785,0.629776634334712,0.135200866239297,-0.0457032882013929
10,4,0.801375815955767,0.450966705095921,0.817497064696381,0.641166285401823,0.0398722968097924,-0.611670202286799
1,5,-0.261078725456956,-0.151845346890513,0.816710671001886,0.0959071838426067,-0.204480423501282,-0.310697914036402
2,5,-0.0947269045366673,0.449891228266983,-0.926700999093942,-0.973033624456794,-0.0117229578252964,1.04296346270078
3,5,-0.203557405520141,0.362248142165436,0.0110809355952053,-0.178411249823963,-0.0782261527783629,0.741048331261513
4,5,-0.236338596231103,0.415189427948251,-0.0217135137706151,-0.105397198999434,-0.0299438529537474,1.60376343869011
5,5,-0.0853511486955326,0.0491486804154932,-0.212516641097246,-0.24879972087968,0.0155062280769191,2.30467924454962
6,5,-0.320207333181917,-0.571182135714191,-0.00128170347475064,-0.381213218920376,-0.09665190888404,0.477499822808859
7,5,-0.377551857058082,0.295091017810427,0.39275889699382,0.0495137245898865,-0.142564637535308,0.174157400080918
8,5,-0.488665002081554,0.454387791659736,0.513235315388159,0.334138688787923,-0.0556631475892227,1.38634878419183
9,5,-0.312041462422452,0.0749853266554679,0.213960062741599,0.0787174218250706,-0.0505775334055563,1.58934912314439
10,5,-0.395309312029276,0.30410106785848,-0.133623227390621,-0.307360780687444,-0.0840420108276439,0.72351091726378
1,6,-0.166692589086897,-0.0358262138889097,-0.34854913688351,-0.366506460571502,0.0447283308523755,2.78847545514693
2,6,-0.238719114220986,0.676673176042844,1.10968921991392,-0.97326825705542,-0.266487181735629,-1.8833165842821
3,6,-0.114885419488703,-0.242041361679483,0.00142626852341328,-0.0485514162979944,0.013548504972748,2.76094184649615
4,6,-0.276497548951262,0.112326181349084,-0.175736407280953,-0.213076290862348,0.0126131487443997,2.49008828745722
5,6,-0.249673244465677,-1.06939557054031,0.600925781873542,0.0722000480822275,-0.141593097326285,0.764879223195366
6,6,-0.180044688917541,0.0910028425962435,-0.507567157167512,-0.535018521929491,-0.00486012767053946,1.87152359990991
7,6,-0.170286768875071,0.046484292117083,-0.381208183184548,-0.409611125925619,0.0334053476858674,2.50936225224276
8,6,-0.136513366574937,0.429516246119809,-0.901695272842923,-0.882080857921993,0.0764805932889579,2.52105726234664
9,6,-0.146080281722148,0.31856035849349,-0.886355726990625,-0.903696922177647,0.0566185534054336,2.11051821336194
10,6,-0.203113471480977,0.0721498693545267,-0.35605129915787,-0.365778178803477,0.063309721875584,3.09812568220603
